name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,free_throws_scored,free_throws_attempted,assists,3_point_scored,3_point_attempted,offensive_rebounds,defensive_rebounds,steals,blocks,turnover,5yrs
Kenny Anderson,64,17,7,2.9,7.5,1.1,1.5,3.2,0,0.2,0.6,1.4,1,0.1,1.5,1
David Benoit,77,15.1,5.6,2.3,4.9,1.1,1.3,0.4,0,0.2,1.4,2.5,0.2,0.6,0.9,1
Labradford Smith,48,14.8,5.1,2.1,5.1,0.9,1.2,2.1,0,0.4,0.6,1.1,0.9,0,1.3,0
Chris Corchiani,51,14.5,5,1.5,3.8,1.8,2,2.8,0.2,0.7,0.4,1.2,0.9,0,1.5,0
Carl Herrera,43,13.2,4.4,1.9,3.7,0.6,1,0.6,0,0,0.8,1.5,0.4,0.6,0.9,1
Luc Longley,66,15,4.3,1.7,3.8,0.8,1.2,0.8,0,0,1,2.9,0.5,1,1.3,1
Pete Chilcutt,69,11.8,3.6,1.6,3.6,0.3,0.4,0.6,0,0,1.1,1.6,0.5,0.2,0.6,1
Dennis Scott,82,28.5,15.7,6.1,14.4,1.9,2.5,1.6,1.5,4.1,0.8,2.1,0.8,0.3,1.5,1
Dee Brown,82,23.7,8.7,3.5,7.5,1.7,1.9,4.2,0.1,0.4,0.5,1.7,1,0.2,1.7,1
Gary Payton,82,27.4,7.2,3.2,7,0.8,1.2,6.4,0,0.2,1.3,1.6,2,0.2,2.2,1
Felton Spencer,81,25.9,7.1,2.4,4.7,2.2,3.1,0.3,0,0,3.4,4.6,0.6,1.5,1,1
Gerald Glass,51,11.9,6.9,2.9,6.7,1,1.5,0.8,0,0.3,1.1,0.9,0.5,0.2,0.8,1
Rumeal Robinson,47,14.3,5.6,2.3,5.1,1,1.7,2.8,0,0.2,0.4,1.1,0.7,0.2,1.6,1
Anthony Cook,58,19.3,5.3,2,4.9,1.2,2.2,0.4,0,0.1,2.3,3.3,0.6,1.2,0.9,1
Tyrone Hill,74,16.1,5.3,2,4,1.3,2.1,0.3,0,0,2.1,3.1,0.4,0.4,1,1
Kevin Pritchard,62,12.5,3.9,1.4,3.7,1,1.2,1.3,0.1,0.5,0.3,0.8,0.5,0.1,1,1
Brian Oliver,73,11,3.8,1.5,3.7,0.7,1,1.2,0.1,0.2,0.2,0.8,0.5,0.1,0.7,1
Dwayne Schintzius,42,9.5,3.8,1.6,3.7,0.5,1,0.4,0,0,0.7,2.2,0,0.7,0.8,1
Tate George,56,10.6,3.4,1.4,3.4,0.6,0.7,1.9,0,0,0.3,0.5,0.4,0.1,0.8,0
Alaa Abdelnaby,43,6.7,3.1,1.3,2.7,0.6,1,0.3,0,0,0.6,1.4,0.1,0.3,0.5,0
Jud Buechler,74,11.6,3.1,1.3,3.1,0.6,0.9,0.7,0,0.1,0.8,1.1,0.4,0.2,0.4,1
Dave Jamerson,37,5.5,3.1,1.2,3.1,0.6,0.7,0.7,0.1,0.5,0.2,0.6,0.2,0,0.5,0
Kenny Williams,75,7,2.9,1.2,2.4,0.5,0.7,0.4,0,0,0.7,1,0.1,0.4,0.5,0
Andy Toolson,47,10,2.9,1.1,2.6,0.5,0.7,0.7,0.3,0.7,0.7,0.7,0.3,0,0.5,1
Tony Massenburg,35,4.6,2.3,0.8,1.7,0.8,1.3,0.1,0,0,0.7,1,0.1,0.3,0.4,1
Lance Blanks,38,5.6,1.7,0.7,1.6,0.3,0.4,0.7,0.1,0.4,0.1,0.4,0.2,0.1,0.5,0
Steve Scheffler,39,5.8,1.5,0.5,1,0.5,0.5,0.2,0,0,0.5,0.6,0.2,0.1,0.1,1
Kurk Lee,48,5.5,1.4,0.4,1.5,0.5,0.6,0.7,0.1,0.3,0.1,0.5,0.2,0,0.4,0
David Robinson,82,36.6,24.3,8.4,15.9,7.5,10.2,2,0,0,3.7,8.3,1.7,3.9,3.1,1
Tim Hardaway,79,33.7,14.7,5.9,12.5,2.7,3.5,8.7,0.3,1.1,0.7,3.2,2.1,0.2,3.3,1
Glen Rice,77,30,13.6,6.1,13.9,1.2,1.6,1.8,0.2,0.9,1.3,3.3,0.9,0.4,1.5,1
Sarunas Marciulionis,75,22.6,12.1,3.9,7.4,4.2,5.4,1.6,0.1,0.5,1.1,1.8,1.3,0.1,1.8,1
Nick Anderson,81,22,11.5,4.6,9.3,2.3,3.3,1.5,0,0.2,1.3,2.6,0.9,0.4,1.7,1
Clifford Robinson,82,19.1,9.1,3.6,9.2,1.7,3.1,0.9,0.1,0.5,1.3,2.4,0.6,0.6,1.6,1
Stacey King,82,21.7,8.9,3.3,6.5,2.4,3.3,1.1,0,0,2.1,2.6,0.5,0.7,1.5,1
Vlade Divac,82,19.6,8.5,3.3,6.7,1.9,2.6,0.9,0,0.1,2,4.2,1,1.4,1.3,1
Todd Lichti,79,16.8,8,3.2,6.5,1.6,2.2,1.5,0,0.2,0.6,1.3,0.7,0.2,1.2,0
Drazen Petrovic,77,12.6,7.6,2.7,5.5,1.8,2.1,1.5,0.4,1,0.6,0.8,0.3,0,1.2,0
Michael Smith,65,9.5,5,2.1,4.4,0.8,1,1.2,0,0.4,0.6,0.9,0.1,0,0.8,1
Alexander Volkov,72,13,5,1.9,3.9,1,1.7,1.2,0.2,0.5,0.7,0.9,0.5,0.3,0.7,0
Scott Haffner,43,13,4.6,2,5,0.4,0.6,1.9,0.1,0.5,0.2,1,0.3,0,0.8,0
Henry Turner,36,8.8,4.3,1.6,3.4,1.1,1.8,0.6,0,0.1,0.6,0.8,0.5,0.2,0.7,1
Randy White,55,12.9,4.3,1.7,4.6,0.9,1.6,0.4,0,0.3,1.4,1.7,0.4,0.1,0.9,0
Frank Kornet,57,7.7,2,0.7,2,0.4,0.7,0.4,0.1,0.4,0.4,0.8,0.2,0.1,0.4,0
Adrian Caldwell,51,6.5,1.9,0.8,1.5,0.3,0.5,0.1,0,0,0.7,1.4,0.2,0.4,0.6,1
Eric Johnson,48,5.7,1.1,0.4,1.8,0.3,0.4,1.3,0,0.1,0.2,0.4,0.4,0,0.5,0
Mitch Richmond,79,34.4,22,8.2,17.5,5.2,6.4,4.2,0.4,1.1,2,3.9,1,0.2,3.4,1
Rik Smits,82,24.9,11.7,4.7,9.1,2.2,3.1,0.9,0,0,2.3,3.8,0.5,1.8,1.6,1
Rony Seikaly,78,25.2,10.9,4.3,9.5,2.3,4.5,0.7,0,0.1,2.6,4.4,0.6,1.2,2.6,1
Brian Shaw,82,28.1,8.6,3.6,8.4,1.3,1.6,5.8,0,0.2,1.5,3.1,1,0.3,2.3,1
Jerome Lane,54,10.2,4.8,2,4.7,0.8,2.1,1.1,0,0.1,1.6,2.1,0.4,0.1,0.9,0
Mark Davis,33,7.8,3.8,1.5,3.1,0.8,1,0.4,0,0.3,0.5,0.6,0.4,0.2,0.4,0
Jose Ortiz,51,6.4,2.8,1.1,2.5,0.6,1,0.2,0,0,0.6,0.5,0.2,0.1,0.7,0
Ronnie Grandison,72,7.3,2.5,0.8,2,0.8,1.1,0.6,0,0.1,0.7,0.6,0.3,0,0.5,1
Reggie Miller,82,22.4,10,3.7,7.6,1.8,2.3,1.6,0.7,2.1,1.2,1.2,0.6,0.2,1.2,1
Dennis Hopson,61,22.4,9.6,3.6,9,2.1,2.9,1.9,0.2,0.7,1,1.3,0.9,0.4,2,0
Derrick McKey,82,20.8,8.5,3.1,6.3,2.1,2.7,1.3,0.1,0.4,1.4,2.6,0.9,0.8,1.3,1
Scottie Pippen,79,20.9,7.9,3.3,7.1,1.3,2.2,2.1,0.1,0.3,1.5,2.3,1.2,0.7,1.7,1
Dave Hoppen,39,16.5,5.7,2.2,4.7,1.4,1.6,0.8,0,0,1.5,3,0.3,0.2,0.9,1
Dallas Comegys,75,15,5.6,2.1,4.8,1.4,2,0.9,0,0,0.7,2.2,0.5,0.9,1.5,0
Olden Polynice,82,13.2,4.1,1.4,3.1,1.2,1.9,0.4,0,0,1.5,2.5,0.4,0.3,1,1
Milt Wagner,40,9.5,3.8,1.6,3.7,0.7,0.7,1.5,0.1,0.3,0.1,0.6,0.2,0.1,0.6,0
Billy Donovan,44,8.3,2.4,1,2.5,0.4,0.5,2,0,0.2,0.1,0.5,0.4,0,1,0
John Williams,78,22.7,9.2,3.6,8,1.8,2.9,2.4,0.1,0.5,1.7,3,1.7,0.4,1.6,1
David Wingate,77,20.9,8.8,3.4,7.8,1.9,2.6,2,0.2,0.7,0.9,1.1,1.2,0.2,1.7,1
Dwayne Washington,72,22.2,8.6,3.6,7.5,1.4,1.7,4.2,0.1,0.3,0.5,1.3,1.3,0.1,2.4,0
Brad Sellers,80,21.9,8.5,3.5,7.6,1.6,2.2,1.3,0,0.1,1.9,2.7,0.6,0.9,1.1,1
Mark Alarie,64,17.3,7.9,3.4,6.9,1,1.6,1.2,0,0.1,1.1,2.2,0.3,0.4,0.9,0
Roy Tarpley,75,18.7,7.5,3.1,6.7,1.3,1.9,0.7,0,0,2.4,4.7,0.7,1.1,1.3,1
Dennis Rodman,77,15,6.5,2.8,5.1,1,1.6,0.7,0,0,2.1,2.2,0.5,0.6,1.2,1
Anthony Jones,65,13.2,5,2,5,0.8,1,1.1,0.1,0.3,0.6,1,0.6,0.3,0.8,0
Mike Brown,62,13.2,4.2,1.7,3.2,0.7,1.2,0.4,0,0,1.1,2.3,0.3,0.1,1,1
Mo Martin,43,6.7,3.4,1.2,3.1,1,1.5,0.8,0.1,0.3,0.3,0.7,0.3,0.1,0.8,0
Patrick Ewing,50,35.4,20,7.7,16.3,4.5,6.1,2,0,0.1,2.5,6.5,1.1,2.1,3.4,1
Karl Malone,81,30.6,14.9,6.2,12.5,2.4,5,2.9,0,0,2.1,6.7,1.3,0.5,3.4,1
Chris Mullin,55,25.3,14,5.2,11.3,3.4,3.8,1.9,0.1,0.5,0.8,1.3,1.3,0.4,1.4,1
Joe Dumars,82,23.9,9.4,3.5,7.3,2.3,2.9,4.8,0.1,0.2,0.7,0.7,0.8,0.1,1.9,1
Detlef Schrempf,64,15.1,6.2,2.2,4.9,1.7,2.4,1.4,0,0.1,1.1,2,0.4,0.2,1.3,1
Georgi Glouchkov,49,15.8,4.9,1.7,4.3,1.4,2.5,0.7,0,0,0.6,2.7,0.5,0.5,1.6,0
Steve Harris,57,8.5,4.5,1.8,4.1,0.9,0.9,0.9,0,0.1,0.4,0.6,0.4,0.1,0.6,0
John Battle,64,10,4.3,1.6,3.5,1.2,1.6,1.2,0,0.1,0.2,0.8,0.4,0,0.7,1
Mike Phelps,70,12.6,4,1.7,4.1,0.6,1.1,1,0,0.2,0.4,0.9,0.6,0,0.9,0
Manute Bol,80,26.1,3.7,1.6,3.5,0.5,1.1,0.3,0,0,1.5,4.4,0.4,5,0.8,1
Bill Wennington,56,10,3.4,1.3,2.7,0.8,1.1,0.4,0,0.1,0.6,1.8,0.2,0.4,0.4,1
Mike Smrek,38,10.7,2.8,1.2,3.2,0.4,0.8,0.5,0,0.1,1.2,1.7,0.2,0.6,0.8,1
Uwe Blab,48,8.5,2.6,0.9,2,0.8,1.4,0.4,0,0,0.5,1.4,0.1,0.3,0.6,0
Michael Jordan,82,38.3,28.2,10.2,19.8,7.7,9.1,5.9,0.1,0.6,2,4.5,2.4,0.8,3.5,1
Hakeem Olajuwon,82,35.5,20.6,8.3,15.3,4.1,6.7,1.4,0,0,5.4,6.5,1.2,2.7,2.9,1
Charles Barkley,82,28.6,14,5.2,9.5,3.6,4.9,1.9,0,0.1,3.2,5.3,1.2,1,2.5,1
Mel Turpin,79,24.7,10.6,4.6,9,1.4,1.8,0.5,0,0,2,3.8,0.5,1.1,1.5,1
Michael Holton,74,23.8,8.4,3.5,7.8,1.3,1.6,2.7,0.2,0.6,0.4,1.4,0.8,0.1,1.7,1
Charles Jones,78,20.1,8.4,3,5.8,2.3,3.6,1.6,0,0.1,1.8,3.3,0.6,0.8,1.8,0
Michael Cage,75,21.5,7.1,2.9,5.3,1.3,1.8,0.7,0,0,1.7,3.5,0.5,0.4,1.1,1
John Stockton,82,18.2,5.6,1.9,4.1,1.7,2.4,5.1,0,0.1,0.3,1,1.3,0.1,1.8,1
Eddielee Wilkins,54,17,5.5,2.1,4.3,1.2,2.3,0.3,0,0,1.6,3.3,0.4,0.3,1.2,1
Steve Burtt,47,8.9,4.2,1.5,4,1.1,1.6,0.4,0,0,0.2,0.4,0.4,0.1,0.7,1
Gary Plummer,66,10.6,3.8,1.4,3.5,1,1.4,0.4,0,0.1,0.8,1.2,0.2,0.2,0.8,1
Ozell Jones,67,13.3,3.7,1.6,2.7,0.5,1.2,0.8,0,0,1,2.6,0.4,0.9,0.9,0
Bernard Thompson,59,9.1,3.3,1.3,3.6,0.7,0.9,0.9,0,0.1,0.6,0.7,0.5,0.2,0.6,0
Stuart Gray,52,7.5,2,0.7,1.8,0.6,0.9,0.3,0,0,0.6,1.8,0.2,0.3,1,1
Ralph Sampson,82,32.8,21,8.7,16.7,3.5,5.3,2,0,0,3.6,7.6,0.9,2.4,3.6,1
Steve Stipanovich,81,30,12,4.8,10.1,2.3,3,2.1,0,0.2,1.4,5.5,0.9,0.8,2,0
Paul Thompson,82,21.1,9,3.8,8.1,1.4,1.8,1.5,0.1,0.5,1.5,2.3,0.9,0.5,0.9,0
Darrell Walker,82,16.1,7.9,2.6,6.3,2.5,3.2,3.5,0,0.2,0.9,1.1,1.5,0.2,2.4,1
Clyde Drexler,82,17.2,7.7,3.1,6.8,1.5,2.1,1.9,0,0,1.4,1.5,1.3,0.4,1.5,1
Jim Thomas,72,16.9,6.3,2.6,5.6,1.1,1.5,1.8,0,0.2,0.8,1.3,0.8,0.1,1,1
Darren Daye,75,15.7,6.1,2.4,5.4,1.3,1.8,2.3,0,0.1,1.2,1.3,0.5,0.2,1.3,0
Stewart Granger,56,13.2,4.5,1.7,4,0.9,1.3,2.4,0.1,0.2,0.1,0.8,0.4,0,1,0
Sidney Lowe,78,15.9,4.2,1.4,3.3,1.4,1.8,3.4,0,0.2,0.4,1.2,1.2,0.1,1.4,1
Granville Waiters,78,13.3,3.6,1.6,3.1,0.4,0.7,0.8,0,0,0.8,2.1,0.3,1.1,0.8,0
Clark Kellogg,81,34.1,20.1,8.4,17.5,3.2,4.3,2.8,0,0.2,4.2,6.4,1.7,0.5,2.7,0
Dominique Wilkins,82,32.9,17.5,7.3,14.9,2.8,4.1,1.6,0,0.1,2.8,3.1,1,0.8,2.2,1
James Worthy,77,25.6,13.4,5.8,10,1.8,2.9,1.7,0,0.1,2,3.1,1.2,0.8,2.3,1
Terry Teagle,73,23.4,10.4,4.5,10.6,1.2,1.7,2.1,0.1,0.4,1,1.6,0.7,0.2,1.9,1
Rod Higgins,82,26.8,10.3,3.8,8.5,2.5,3.2,2.1,0.2,0.5,1.9,2.5,0.8,0.8,1.5,1
Lafayette Lever,81,24.9,7.8,3.2,7.3,1.4,2,5.3,0.1,0.2,1,1.7,1.9,0.2,1.7,1
Mitchell Anderson,65,18.5,7.4,2.9,5.8,1.5,2.7,1,0,0.1,1.8,2.7,1,0.3,1.2,0
Paul Pressey,79,19.3,6.7,2.7,5.9,1.3,2.2,2.6,0,0.1,1.1,2.5,1.3,0.6,2.1,1
Russ Schoene,77,15.9,6.2,2.7,5.6,0.8,1.1,0.8,0,0.1,1.2,2.1,0.3,0.3,1.1,1
Edmund Sherod,64,25.4,6.2,2.7,6.6,0.8,1.3,4.9,0,0.2,0.7,1.7,1.5,0.2,1.6,0
Rory White,65,9.6,5,2,3.6,1.1,1.7,0.5,0,0,0.7,0.9,0.2,0,0.8,0
Lester Conner,75,18.9,4.9,1.9,4,1.1,1.5,3.4,0,0.1,0.9,2,1.5,0.1,1.3,1
Bryan Warrick,43,16.9,4,1.5,4,1,1.3,2.9,0,0.1,0.3,1.3,0.5,0.2,1.7,0
David Thirdkill,49,10.6,4,1.5,3.5,0.9,1.6,0.7,0,0.1,0.6,0.9,0.4,0.1,1,0
Brook Steppe,62,9.8,4,1.4,2.8,1.2,1.6,1.1,0,0.1,0.4,0.8,0.4,0,0.9,1
Darren Tillis,52,10.1,3.2,1.5,3.5,0.3,0.5,0.3,0,0,0.8,1.7,0.2,0.6,0.4,0
Walker Russell,68,11.1,2.7,1,2.7,0.7,0.9,1.9,0,0.3,0.3,0.8,0.2,0,1.4,1
Reggie Theus,82,33.6,16.3,6.5,13.6,3.2,4.2,5.2,0.325486653,1.114326421,1.1,1.7,1.1,0.2,3.7,1
John Long,82,30.5,16.1,7.1,15.1,1.9,2.3,1.5,0.238748286,0.791540962,1.5,1.7,1.2,0.2,1.7,1
Phil Ford,79,34.5,15.9,5.9,12.7,4.1,5.1,8.6,0.483378912,1.715903264,0.4,1.9,2.2,0.1,4.1,1
Mychal Thompson,73,29.4,14.7,6.3,12.8,2.1,3.7,2.4,0.263624889,0.802530205,2.7,5.6,0.9,1.8,2.8,1
Ron Brewer,81,30.3,13.3,5.4,10.8,2.6,3.2,2,0.259939706,0.873221634,1.1,1.7,1.3,1,1.9,1
Terry Tyler,82,31.2,12.9,5.6,11.5,1.8,2.7,1.1,0.218743419,0.66380425,2.6,5.3,1.3,2.5,1.7,1
Mike Mitchell,80,19.7,10.7,4.5,8.8,1.6,2.2,0.8,0.234548182,0.713557148,1.6,2.5,0.6,0.4,1.3,1
Purvis Short,75,22.7,10.6,4.9,10.3,0.8,1.1,1.3,0.264099914,0.81453146,1.7,2.9,0.7,0.2,1.5,1
Freeman Williams,72,16.6,10.4,4.7,9.5,1.1,1.4,1.2,0.257753542,0.827139037,0.7,0.7,0.6,0,1.4,1
Winford Boynes,69,17,9.3,3.7,8.6,1.9,2.4,1.1,0.277165211,0.884290566,0.9,1.4,0.6,0.1,1.7,0
Jeff Judkins,81,18.8,8.8,3.6,7.2,1.5,1.8,1.8,0.29133677,0.947767634,0.9,1.5,1,0.1,1.3,0
Maurice Cheeks,82,29.4,8.4,3.6,7,1.2,1.7,5.3,0.419548549,1.454164178,0.8,2.3,2.1,0.1,2.4,1
Billy McKinney,78,15.9,7.8,3.1,6.1,1.7,2.1,3.2,0.322789131,1.051640944,0.3,0.8,0.7,0,1.6,1
Jack Givens,74,18.2,7.7,3.2,7.6,1.4,1.8,1.1,0.23603024,0.756313455,1.3,1.6,1,0.2,1,0
James Hardy,68,21.4,6.7,2.9,6.3,0.9,1.3,1,0.21423461,0.656303549,1.8,2.8,0.8,0.9,1.4,0
Micheal Ray Richardson,72,16.9,6.5,2.8,6.7,1,1.8,3,0.32994486,1.103877582,1.1,2.2,1.4,0.3,2,1
George Johnson,67,17.3,6.2,2.5,5.1,1.3,1.7,1.2,0.325221765,1.026851686,1.6,3.8,1.1,0.7,1.5,1
Joel Kramer,82,17.1,5.9,2.2,4.5,1.5,2.1,1.1,0.233276134,0.700455478,1.6,2.5,0.5,0.3,1.2,0
Kenny Higgs,68,15.4,5,1.9,4.1,1.3,1.6,2.1,0.332272199,1.076673456,0.3,1.2,1,0.2,0.7,0
Raymond Townsend,65,11.9,4.7,2,4.4,0.8,1,1.4,0.296682343,0.930154899,0.2,0.7,0.4,0.1,0.8,0
Wayne Cooper,65,12.2,4.6,2,4.5,0.6,0.9,0.3,0.240877357,0.682888618,1.4,2.9,0.1,0.7,0.8,1
Harry Davis,40,9.9,4.1,1.7,3.8,0.8,1.1,0.4,0.23912174,0.722746416,0.7,1,0.3,0.2,0.6,0
Tommy Green,59,13.7,3.9,1.6,4,0.8,1.1,2.4,0.328035842,1.087139517,0.3,0.8,1,0.1,1.5,0
Wayne Radford,52,12.5,3.9,1.6,3.4,0.7,0.9,1.1,0.279429545,0.886515885,0.5,0.8,0.6,0,0.9,0
Clemon Johnson,74,10.7,3.2,1.4,2.9,0.5,1,1.1,0.236149977,0.701985224,1.1,1.9,0.3,0.5,0.9,1
John Rudd,58,12.5,3.2,1,2.3,1.1,1.6,0.6,0.231798997,0.693275548,1.2,1.7,0.3,0.1,1,0
Ron Carter,46,7.2,3.1,1.2,2.7,0.8,1.2,0.5,0.243395237,0.75961424,0.5,0.5,0.4,0.2,0.9,0
Rick Wilson,61,9.7,3,1.3,3.2,0.4,0.7,1.2,0.298402934,0.936597499,0.3,0.9,0.5,0.1,0.7,0
Dave Corzine,59,9,3,1.1,2,0.8,1.1,0.8,0.253032856,0.756823246,0.9,1.6,0.2,0.2,0.9,1
Walter Davis,81,32,24.2,9.7,18.4,4.8,5.8,3.4,0.362152884,1.207245644,2,4,1.4,0.2,3.5,1
Bernard King,79,39.1,24.2,10.1,21.1,4,5.8,2.4,0.31893287,1.03676202,3.4,6.2,1.5,0.5,3.9,1
Marques Johnson,80,34.6,19.5,7.9,15.1,3.8,5.1,2.4,0.240896361,0.709239748,3.7,6.9,1.2,1.3,2.2,1
Otis Birdsong,73,25.7,15.8,6.4,13.1,3,4.2,2.4,0.281656694,0.932416379,1,1.4,1,0.2,2,1
James Edwards,83,29,15.2,6,13.2,3.3,5.1,1,0.278856766,0.827045071,2.4,5,0.6,0.9,2,1
Norm Nixon,81,34.3,13.7,6.1,12.3,1.4,2,6.8,0.461936273,1.580551451,0.5,2.4,1.7,0.1,3.1,1
Charlie Criss,77,25.1,11.4,4.1,9.8,3.1,3.8,3.8,0.383046175,1.295031488,0.3,1.3,1.4,0.1,1.9,1
Jack Sikma,82,27.3,10.7,4.2,9.2,2.3,3,1.6,0.367611151,1.123211472,2.4,5.9,0.8,0.5,2.3,1
Eddie Johnson,79,23.7,10.5,4.2,8.7,2.1,2.5,3,0.344918948,1.166176146,0.6,1.3,1.3,0.1,2.1,1
Anthony Roberts,82,19.5,9.5,3.8,9,1.9,2.6,1.3,0.252891311,0.767593697,1.6,2.6,0.5,0.1,1.4,1
Ray Williams,81,19.1,9.3,3.8,8.5,1.8,2.6,4.5,0.319759407,1.097928016,1,1.5,1.3,0.2,3,1
Mike Glenn,56,16.9,7.9,3.5,6.6,0.9,1.2,1.4,0.325038157,1.029976431,0.3,1.2,0.6,0.1,0.9,1
Kent Benson,69,18.7,7.7,3.2,6.9,1.3,2,1.4,0.308881174,0.985747254,1.3,3,1,0.8,1.7,1
Tree Rollins,80,22.4,7.6,3.2,6.5,1.3,1.9,1,0.19497554,0.552287118,2.2,4.7,0.7,2.7,1.5,1
Cedric Maxwell,72,16.8,7.3,2.4,4.4,2.6,3.5,0.9,0.244040184,0.744853986,1.9,3.3,0.7,0.7,1.7,1
Robert Reid,80,23.1,7.3,3.3,7.2,0.8,1.2,1.5,0.289879453,0.89255364,1.4,3.1,0.8,0.6,1,1
Alonzo Bradley,43,18.6,7,3,7.1,1,1.4,1.3,0.318028498,0.992049174,0.6,1.7,0.4,0.1,1.3,0
Ernie Grunfeld,73,17.3,6.9,2.8,6.3,1.3,2,2,0.269721364,0.852251236,1,1.7,0.7,0.3,1.3,1
Toby Knight,80,14.6,6.3,2.8,5.8,0.8,1.2,0.5,0.245265661,0.74696929,1.5,2.5,0.6,0.4,1.2,0
Kenny Carr,52,14.1,6.2,2.6,5.8,1.1,1.6,0.5,0.342661082,1.050339822,1,3,0.3,0.3,1.7,1
Alvin Scott,81,19,6.1,2.2,4.6,1.6,2.4,1.1,0.223597511,0.667153352,1.7,2.7,0.6,0.5,1,1
Tony Robertson,63,14.7,5.9,2.7,6,0.6,0.8,1.6,0.352937677,1.179052289,0.2,0.9,1.2,0.1,1.4,0
Mark Landsberger,62,14.9,5.6,2,4,1.5,2.5,0.7,0.244636753,0.710817188,1.8,3.1,0.3,0.1,1.1,1
Greg Ballard,76,12.3,4.9,1.9,4.4,1.2,1.5,0.8,0.245489819,0.731540451,1.3,2.2,0.4,0.2,0.8,1
John Kuester,78,15.6,4.8,1.9,4.1,1.1,1.3,3.2,0.352414357,1.133655433,0.2,1.2,0.7,0,1.2,0
Glen Gondrezick,72,14.1,4.8,1.8,4.7,1.2,1.7,1.2,0.26269251,0.821788638,1.3,2.2,0.8,0.3,1.1,1
Mike Bratz,80,11.7,4.7,2,4.9,0.7,0.9,1.5,0.280955436,0.88719368,0.5,0.9,0.5,0.1,1.1,1
Wesley Cox,43,10.5,4.6,1.6,4,1.3,2.3,0.3,0.29382674,0.896499519,1,2.3,0.5,0.2,0.8,0
Eric Marsh,60,14.2,4.5,2.1,4.8,0.4,0.6,1.5,0.297213414,0.932956499,0.3,1,0.5,0.3,0.8,0
Rickey Green,76,14.4,4.5,1.9,4.9,0.7,1.2,2,0.282896422,0.911604373,0.6,0.9,0.8,0,1,1
Ben Poquette,52,12,4.5,1.8,4.3,0.8,1.2,0.4,0.241366903,0.712322668,1,1.8,0.2,0.4,0.8,1
Phil Walker,40,9.6,4.5,1.4,4,1.6,2.4,1.4,0.280720789,0.892152896,0.5,0.8,0.4,0.1,1.6,0
Bo Ellis,78,15.6,4.3,1.7,4.1,0.9,1.3,0.9,0.231631673,0.705961768,1.5,2.4,0.6,0.6,1.3,0
Tate Armstrong,66,10.8,4.3,2,4.2,0.3,0.4,1.1,0.273975336,0.850228946,0.4,0.7,0.3,0,0.9,0
Steve Sheppard,64,10.9,4.3,1.9,4.1,0.6,0.9,0.7,0.208406267,0.616215335,1,1,0.2,0,0.7,0
Bayard Forrest,64,13.9,4.2,1.7,3.7,0.8,1.6,2,0.266239178,0.803272916,1.3,2.6,0.4,0.5,1.3,0
Greg Griffin,36,11.7,4,1.7,4.7,0.6,1,0.7,0.236254296,0.71872845,1.2,1.6,0.4,0,1.1,0
Joey Hassett,48,8.4,4,1.9,4.3,0.2,0.3,0.9,0.274235678,0.857473018,0.3,0.5,0.4,0,0.7,1
Tom LaGarde,77,11.3,4,1.2,3.1,1.5,1.9,0.6,0.260741035,0.786908323,1,1.8,0.2,0.2,1.3,1
T.R. Dunn,63,12.2,3.8,1.6,3.8,0.6,0.9,0.7,0.240281803,0.747581059,1,1.3,0.7,0.1,0.6,1
Robert Smith,45,8.4,2.7,1.1,2.2,0.5,0.5,0.9,0.301418633,0.937436344,0.1,0.7,0.4,0.1,0.4,1
Billy Knight,78,40,26.6,10.7,21.6,5.3,6.5,3.3,0.270460317,0.878870427,2.9,4.6,1.5,0.2,2.566903911,1
David Thompson,82,36.6,25.9,10,19.8,5.8,7.6,4.1,0.253001074,0.846248735,1.7,2.4,1.4,0.6,2.048864416,1
George Gervin,82,33,23.1,8.9,16.3,5.4,6.5,2.9,0.325156656,1.053451735,1.6,3.9,1.3,1.3,2.205899629,1
Dan Issel,79,31.7,22.3,8.4,16.2,5.6,7.1,2.2,0.366871074,1.148515908,2.7,6.1,1.2,0.4,2.524669929,1
Ron Boone,82,36.8,22.2,9.1,19.2,4,4.7,4.1,0.290538597,0.979373955,1.6,2.4,1.5,0.2,2.154912653,0
Larry Kenon,78,37.6,21.9,9.1,18.4,3.8,4.6,2.9,0.393151439,1.2909316,3.6,7.7,2.1,0.8,3.738384287,1
Julius Erving,82,35.9,21.6,8.4,16.7,4.9,6.3,3.7,0.412325786,1.361583894,2.3,6.1,1.9,1.4,3.222093936,1
Adrian Dantley,77,36.6,20.3,7.1,13.6,6.2,7.6,1.9,0.188679226,0.584372198,3.3,4.4,1.2,0.2,2.229512461,1
Maurice Lucas,79,36.2,20.2,8,17.2,4.2,5.5,2.9,0.376324128,1.143234014,3.4,7.9,1.1,0.7,2.751027103,1
Artis Gilmore,82,35.1,18.6,7,13.3,4.7,7.1,2.4,0.290126848,0.784818732,3.8,9.2,0.5,2.5,2.353438147,1
Brian Taylor,72,34.6,17,7,13.8,3.1,3.8,4.4,0.399481464,1.46041221,1.2,2.1,2.8,0.2,3.424471871,1
Billy Paultz,82,32.9,15.6,6.4,13.4,2.9,3.9,2.7,0.300717584,0.886985152,2.3,6,0.7,2.1,1.968739163,1
Bobby Jones,82,29.5,15.1,6.1,10.7,2.9,4,3.2,0.433334276,1.466894488,2.1,6.1,2.3,2,3.620622632,1
