,Name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5Yrs,Unnamed: 0,id,name,season
1707,,25,5.2,2.3,0.8,2.1,0.2,0.6,0.4,0.5,0.3,0.4,0.5,0.3,0.1,0.6,1,41.0,201991.0,Lester Hudson,2009.0
1708,,12,6.3,1.7,0.5,1.7,0.1,0.5,0.6,1.0,0.2,0.5,1.2,0.3,0.2,0.9,0,42.0,202132.0,Cedric Jackson,2009.0
1709,,82,38.0,18.5,6.9,15.6,1.8,4.6,3.0,3.4,0.7,3.1,3.2,1.1,0.2,2.8,1,0.0,201564.0,O.J. Mayo,2008.0
1710,,81,37.0,16.8,7.1,14.9,0.2,0.9,2.4,3.1,1.2,2.7,6.3,0.8,0.2,2.5,1,1.0,201565.0,Derrick Rose,2008.0
1711,,78,34.3,16.1,5.3,11.6,1.7,4.3,3.8,4.5,0.6,2.0,2.8,1.0,0.4,2.1,1,2.0,201569.0,Eric Gordon,2008.0
1712,,82,32.5,15.3,5.3,13.4,0.4,1.6,4.3,5.2,2.2,2.7,5.3,1.3,0.2,3.3,1,3.0,201566.0,Russell Westbrook,2008.0
1713,,81,24.8,13.9,5.6,11.8,0.4,1.0,2.3,3.0,1.4,4.1,1.0,0.5,0.5,1.5,1,4.0,201563.0,Michael Beasley,2008.0
1714,,82,30.5,13.0,5.5,10.3,0.0,0.0,2.1,2.6,2.7,5.4,1.0,0.5,1.8,1.8,1,5.0,201572.0,Brook Lopez,2008.0
1715,,82,30.7,11.9,4.3,8.1,0.0,0.0,3.4,4.6,2.5,4.9,1.7,0.8,1.1,2.0,1,6.0,201188.0,Marc Gasol,2008.0
1716,,72,26.5,11.8,3.7,8.6,1.5,3.4,2.9,3.2,0.2,1.6,3.5,0.6,0.0,1.7,1,7.0,201571.0,D.J. Augustin,2008.0
1717,,81,25.3,11.1,3.9,8.5,0.0,0.2,3.3,4.1,3.4,5.7,1.0,0.4,0.6,1.5,1,8.0,201567.0,Kevin Love,2008.0
1718,,82,28.1,11.1,4.3,8.7,0.0,0.1,2.4,3.5,2.9,4.5,1.1,0.6,0.7,1.8,1,9.0,201574.0,Jason Thompson,2008.0
1719,,78,25.6,10.4,3.4,8.1,2.0,5.1,1.5,1.8,0.6,2.1,2.0,0.9,0.2,1.1,0,10.0,201164.0,Rudy Fernandez,2008.0
1720,,67,22.6,10.1,3.8,8.0,1.3,2.7,1.2,1.4,1.2,1.8,1.2,0.5,0.2,0.8,1,11.0,201627.0,Anthony Morrow,2008.0
1721,,82,32.0,10.0,3.4,8.1,1.4,3.8,1.8,2.4,0.5,2.3,4.9,2.0,0.1,2.0,1,12.0,201596.0,Mario Chalmers,2008.0
1722,,61,21.5,8.9,3.2,5.8,0.0,0.0,2.4,3.7,2.8,4.2,0.5,0.4,1.1,1.4,1,13.0,201141.0,Greg Oden,2008.0
1723,,77,25.2,8.4,3.2,7.0,1.1,2.6,1.0,1.2,0.2,2.1,1.2,1.0,0.2,0.9,1,14.0,201584.0,Courtney Lee,2008.0
1724,,75,24.0,8.1,3.2,7.7,1.0,2.8,0.6,0.9,0.5,2.7,0.9,0.5,0.5,1.0,1,15.0,201575.0,Brandon Rush,2008.0
1725,,63,17.9,7.9,3.2,6.8,0.0,0.1,1.6,2.2,2.0,3.7,0.8,0.7,1.2,1.3,1,16.0,201576.0,Anthony Randolph,2008.0
1726,,79,16.0,7.7,3.2,6.4,0.0,0.1,1.3,1.7,1.6,2.2,0.4,0.3,0.7,0.6,1,17.0,201578.0,Marreese Speights,2008.0
1727,,66,19.9,7.4,2.4,6.2,1.0,2.9,1.5,1.8,1.6,3.1,0.8,0.7,0.3,1.0,1,18.0,201583.0,Ryan Anderson,2008.0
1728,,82,25.8,7.2,2.8,6.0,0.0,0.0,1.7,2.3,2.3,3.6,1.1,1.1,0.5,1.2,1,19.0,201601.0,Luc Mbah a Moute,2008.0
1729,,70,14.4,7.1,2.8,6.0,0.0,0.0,1.4,2.1,1.6,1.8,0.7,0.3,1.1,0.8,1,20.0,201579.0,Roy Hibbert,2008.0
1730,,75,15.2,6.5,2.5,5.2,0.0,0.0,1.4,2.2,1.6,2.3,0.3,0.4,1.0,0.8,1,21.0,201580.0,JaVale McGee,2008.0
1731,,77,16.5,5.7,1.9,4.8,0.3,0.9,1.5,1.9,0.4,1.7,1.8,0.6,0.3,1.0,1,22.0,201588.0,George Hill,2008.0
1732,,51,15.1,5.7,2.2,5.2,0.3,0.8,1.1,1.6,0.4,1.3,2.1,0.7,0.0,1.4,0,23.0,201446.0,Mike Taylor,2008.0
1733,,76,19.3,5.6,2.5,5.7,0.0,0.0,0.5,0.8,1.4,3.1,0.6,0.7,0.7,0.6,1,24.0,201589.0,Darrell Arthur,2008.0
1734,,79,18.4,5.4,2.0,4.6,0.8,2.1,0.5,0.7,1.1,1.7,0.9,0.6,0.5,0.6,1,25.0,201587.0,Nicolas Batum,2008.0
1735,,56,20.8,5.3,2.0,4.4,0.6,1.7,0.7,1.0,0.6,1.8,1.8,0.8,0.4,1.2,0,26.0,201602.0,Kyle Weaver,2008.0
1736,,68,13.7,5.3,2.1,5.3,0.7,1.9,0.5,0.6,0.2,0.6,1.7,0.3,0.0,0.9,1,27.0,201628.0,Bobby Brown,2008.0
1737,,44,13.3,4.9,1.8,4.0,0.1,0.3,1.2,1.4,0.3,0.8,1.2,0.3,0.2,0.7,1,28.0,201604.0,Chris Douglas-Roberts,2008.0
1738,,59,12.1,4.7,1.7,4.2,0.3,0.8,1.0,1.4,0.7,1.2,0.7,0.3,0.5,0.9,0,29.0,201570.0,Joe Alexander,2008.0
1739,,48,11.8,4.7,2.0,3.9,0.0,0.0,0.8,1.1,1.0,1.8,0.4,0.3,0.6,0.5,1,30.0,201585.0,Kosta Koufos,2008.0
1740,,55,13.2,4.5,1.6,4.1,0.4,1.0,0.9,1.2,0.6,1.3,2.0,0.5,0.1,1.3,1,31.0,201609.0,Goran Dragic,2008.0
1741,,53,14.5,4.3,1.8,2.8,0.0,0.0,0.8,2.1,1.4,3.1,0.2,0.2,1.1,0.8,1,32.0,201599.0,DeAndre Jordan,2008.0
1742,,53,12.4,4.3,1.3,3.6,0.1,0.5,1.6,1.9,0.2,0.9,1.5,0.3,0.0,1.1,1,33.0,201573.0,Jerryd Bayless,2008.0
1743,,72,12.4,4.2,1.7,4.5,0.2,0.9,0.6,0.8,0.4,0.7,2.1,0.4,0.0,0.8,0,34.0,101146.0,Roko Ukic,2008.0
1744,,62,11.4,4.0,1.6,3.1,0.0,0.0,0.7,1.1,0.8,1.8,0.1,0.2,0.5,0.7,1,35.0,201581.0,JJ Hickson,2008.0
1745,,40,11.1,3.9,1.3,3.3,0.4,1.0,1.0,1.3,0.8,1.2,0.5,0.4,0.5,0.4,0,36.0,201633.0,Rob Kurz,2008.0
1746,,55,13.2,3.8,1.4,4.3,0.5,1.8,0.5,0.6,0.3,1.2,0.5,0.3,0.3,0.7,0,37.0,201590.0,Donte Greene,2008.0
1747,,60,10.2,3.2,1.2,2.3,0.0,0.0,0.8,1.1,0.9,1.1,0.1,0.2,0.7,0.5,1,38.0,201577.0,Robin Lopez,2008.0
1748,,19,10.9,2.7,1.0,3.4,0.5,2.2,0.3,0.5,0.6,1.5,0.9,0.3,0.1,0.4,1,39.0,201229.0,Anthony Tolliver,2008.0
1749,,37,8.2,2.4,0.8,2.3,0.3,0.7,0.5,0.6,0.3,0.7,0.8,0.3,0.0,0.6,0,40.0,201606.0,Sean Singletary,2008.0
1750,,51,8.4,1.9,0.7,1.7,0.0,0.0,0.5,0.7,0.6,1.1,0.2,0.2,0.1,0.3,0,41.0,201616.0,Darnell Jackson,2008.0
1751,,80,34.6,20.3,7.3,17.1,0.7,2.6,4.9,5.6,0.9,3.5,2.4,1.0,0.9,2.9,1,0.0,201142.0,Kevin Durant,2007.0
1752,,79,27.3,12.7,4.7,11.0,0.5,1.6,2.7,3.6,1.2,3.3,1.2,0.6,0.5,1.6,0,1.0,201154.0,Al Thornton,2007.0
1753,,82,25.8,10.9,3.8,9.3,1.9,5.3,1.5,1.8,0.4,2.1,2.2,0.6,0.0,1.6,0,2.0,2434.0,Juan Carlos Navarro,2007.0
1754,,80,28.2,10.5,4.0,9.4,0.3,1.0,2.2,3.0,1.3,3.5,1.5,0.6,0.6,2.0,1,3.0,201145.0,Jeff Green,2007.0
1755,,82,24.7,10.3,4.2,8.2,0.0,0.0,1.9,2.9,2.1,4.3,1.3,0.7,0.2,1.3,1,4.0,2449.0,Luis Scola,2007.0
1756,,81,31.4,10.1,4.1,8.2,0.0,0.1,1.9,2.6,3.1,6.6,1.5,0.7,0.9,1.7,1,5.0,201143.0,Al Horford,2007.0
1757,,53,26.1,9.4,3.6,8.3,0.6,1.7,1.7,2.3,0.4,2.2,4.2,0.8,0.0,1.7,1,6.0,201144.0,Mike Conley,2007.0
1758,,59,24.4,8.8,3.3,8.7,1.3,4.0,0.8,1.0,0.3,2.7,1.3,0.4,0.2,1.1,1,7.0,201161.0,Daequan Cook,2007.0
1759,,66,25.0,8.6,3.3,7.9,0.1,0.3,1.8,2.2,1.6,3.6,0.8,0.5,0.8,1.4,0,8.0,201146.0,Yi Jianlian,2007.0
1760,,78,27.8,8.5,3.6,7.4,0.5,1.6,0.8,1.1,1.2,5.0,1.2,1.0,1.4,0.7,0,9.0,200081.0,Jamario Moon,2007.0
1761,,74,21.0,8.2,3.6,6.6,0.1,0.3,1.0,1.4,1.6,2.6,0.8,1.0,0.1,0.9,1,10.0,201152.0,Thaddeus Young,2007.0
1762,,42,16.9,8.1,3.2,5.2,0.0,0.0,1.7,2.6,2.3,2.6,0.5,0.4,0.2,0.6,1,11.0,201171.0,Carl Landry,2007.0
1763,,57,19.0,7.6,2.7,6.7,0.1,0.3,2.2,2.7,0.6,1.7,2.8,0.9,0.1,1.4,1,12.0,201155.0,Rodney Stuckey,2007.0
1764,,75,15.4,7.5,2.8,6.4,0.5,1.3,1.3,1.7,0.3,1.2,0.8,0.5,0.1,1.3,1,13.0,201156.0,Nick Young,2007.0
1765,,35,19.6,7.3,3.0,6.9,0.3,0.9,1.0,1.5,1.1,2.5,0.9,0.4,0.5,0.8,1,14.0,201163.0,Wilson Chandler,2007.0
1766,,74,20.7,6.6,2.4,5.0,0.0,0.0,1.8,2.6,2.4,3.3,1.1,0.9,0.9,1.2,1,15.0,201149.0,Joakim Noah,2007.0
1767,,79,22.8,5.8,2.3,6.2,0.1,0.5,1.1,1.4,1.0,2.7,1.4,1.0,0.3,1.1,1,16.0,201147.0,Corey Brewer,2007.0
1768,,73,19.0,5.8,2.2,4.8,0.1,0.6,1.2,1.6,1.7,2.3,1.1,0.8,0.1,0.7,1,17.0,201162.0,Jared Dudley,2007.0
1769,,73,17.5,5.6,2.2,4.2,0.0,0.0,1.1,1.8,1.6,2.8,0.4,0.4,1.5,1.0,0,18.0,201157.0,Sean Williams,2007.0
1770,,50,13.6,5.6,2.0,4.7,0.2,0.7,1.4,2.1,0.5,1.7,1.0,0.4,0.0,1.1,0,19.0,201159.0,Javaris Crittenton,2007.0
1771,,51,11.9,5.2,1.8,4.4,0.7,2.1,0.8,1.0,0.3,0.8,1.7,0.3,0.1,0.9,1,20.0,201166.0,Aaron Brooks,2007.0
1772,,71,13.1,4.7,2.1,4.5,0.1,0.3,0.5,0.8,1.0,2.3,0.6,0.2,0.6,0.8,1,21.0,201150.0,Spencer Hawes,2007.0
1773,,69,13.6,4.5,1.6,3.2,0.0,0.0,1.4,2.2,1.4,1.6,0.4,0.4,0.3,0.9,1,22.0,201175.0,Glen Davis,2007.0
1774,,76,14.6,4.5,1.9,4.1,0.1,0.2,0.7,1.1,1.0,2.0,0.3,0.3,0.7,0.6,1,23.0,201160.0,Jason Smith,2007.0
1775,,61,10.0,4.3,1.7,3.3,0.0,0.0,0.9,1.6,1.1,1.6,0.7,0.3,0.3,0.9,1,24.0,201189.0,Aaron Gray,2007.0
1776,,56,15.4,4.2,1.7,4.2,0.1,0.6,0.7,0.9,0.2,0.8,2.0,0.5,0.0,1.0,0,25.0,201151.0,Acie Law,2007.0
1777,,26,10.3,4.1,1.8,3.2,0.0,0.1,0.6,0.8,1.3,2.1,0.4,0.3,0.4,0.5,0,26.0,201174.0,Nick Fazekas,2007.0
1778,,38,9.9,4.0,1.6,2.9,0.0,0.0,0.7,1.1,1.0,1.6,0.2,0.2,0.6,0.3,1,27.0,201148.0,Brandan Wright,2007.0
1779,,57,11.2,3.9,1.6,3.0,0.2,0.4,0.6,0.9,0.6,1.5,0.7,0.5,0.2,0.6,0,28.0,201153.0,Julian Wright,2007.0
1780,,32,11.5,3.7,1.3,3.2,0.3,0.8,0.7,0.9,0.4,0.6,1.1,0.5,0.0,0.6,1,29.0,201228.0,C.J. Watson,2007.0
1781,,75,12.9,3.7,1.3,3.2,0.1,0.6,0.9,1.2,0.5,1.3,0.7,0.4,0.1,0.5,1,30.0,201167.0,Arron Afflalo,2007.0
1782,,35,9.1,3.6,1.3,3.6,0.5,1.7,0.6,0.9,0.6,1.3,0.2,0.2,0.1,0.5,0,31.0,200762.0,Oleksiy Pecherov,2007.0
1783,,38,8.5,3.2,1.3,3.3,0.0,0.0,0.5,0.7,0.6,1.1,0.3,0.2,0.4,0.4,0,32.0,201176.0,Jermareo Davidson,2007.0
1784,,52,10.7,1.9,0.8,1.7,0.0,0.0,0.3,0.5,1.0,1.6,0.3,0.2,0.2,0.5,0,33.0,201181.0,Chris Richard,2007.0
1785,,70,9.9,1.3,0.6,1.5,0.0,0.1,0.2,0.5,0.8,1.2,0.6,0.3,0.4,0.6,1,34.0,201187.0,Dominic McGuire,2007.0
1786,,14,3.1,1.1,0.4,1.6,0.2,0.9,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.3,0,35.0,201193.0,Demetris Nichols,2007.0
1787,,64,4.2,0.9,0.3,0.8,0.0,0.1,0.3,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0,36.0,201238.0,Mario West,2007.0
1788,,57,35.4,16.8,6.1,13.4,1.0,2.6,3.5,4.2,1.0,3.4,4.0,1.2,0.2,2.0,1,0.0,200750.0,Brandon Roy,2006.0
1789,,78,29.8,11.8,4.6,12.1,1.1,3.3,1.5,2.2,0.7,2.3,2.1,0.4,0.1,1.7,0,1.0,200747.0,Adam Morrison,2006.0
1790,,65,25.1,11.6,4.1,9.6,1.5,4.1,1.8,2.2,0.8,3.1,0.8,0.5,0.8,1.6,1,2.0,200745.0,Andrea Bargnani,2006.0
1791,,78,27.0,10.8,4.1,9.7,0.7,1.8,1.9,2.7,1.2,3.3,1.3,0.9,0.9,1.8,1,3.0,200752.0,Rudy Gay,2006.0
1792,,82,22.9,10.1,3.7,8.4,0.8,2.3,2.0,2.3,0.6,2.1,2.8,0.6,0.3,1.9,1,4.0,200751.0,Randy Foye,2006.0
1793,,48,19.5,9.2,3.6,6.9,1.1,2.4,0.9,1.1,0.6,2.3,0.5,0.4,0.1,0.7,0,5.0,200835.0,Walter Herrmann,2006.0
1794,,63,22.1,9.0,3.8,7.6,0.0,0.0,1.3,1.8,2.3,2.7,0.4,0.3,1.2,0.7,1,6.0,200746.0,LaMarcus Aldridge,2006.0
1795,,67,28.5,8.5,3.3,7.9,1.0,2.9,0.9,1.2,0.7,4.2,1.9,1.2,0.2,1.0,0,7.0,200816.0,Jorge Garbajosa,2006.0
1796,,48,20.1,7.7,2.9,6.3,0.3,1.0,1.6,2.0,0.6,1.4,0.9,1.1,0.0,1.0,0,8.0,200814.0,Tarence Kinsey,2006.0
1797,,82,18.7,7.4,3.0,5.6,0.0,0.1,1.4,2.3,1.8,3.3,0.6,0.6,0.2,0.9,1,9.0,200783.0,Craig Smith,2006.0
1798,,41,16.3,7.1,2.4,5.4,0.8,1.9,1.5,1.9,0.6,1.7,0.7,0.5,0.2,1.0,1,10.0,101235.0,Kelenna Azubuike,2006.0
1799,,82,18.0,6.8,2.5,4.9,0.0,0.0,1.7,2.5,2.2,2.9,0.8,0.8,0.9,1.1,1,11.0,200794.0,Paul Millsap,2006.0
1800,,79,16.6,6.8,2.6,6.7,0.6,2.1,0.9,1.1,0.4,1.7,3.3,0.4,0.0,1.8,0,12.0,200766.0,Marcus Williams,2006.0
1801,,67,17.4,6.6,2.7,5.9,0.4,1.1,0.8,1.3,0.6,1.3,0.4,0.6,0.3,0.6,0,13.0,200760.0,Rodney Carney,2006.0
1802,,78,23.5,6.4,2.4,5.8,0.1,0.4,1.5,2.4,0.9,2.8,3.8,1.6,0.1,1.8,1,14.0,200765.0,Rajon Rondo,2006.0
1803,,47,15.1,6.2,2.1,5.5,1.0,2.5,0.9,1.2,0.4,1.1,0.9,0.4,0.1,0.9,0,15.0,200810.0,Allan Ray,2006.0
1804,,66,14.7,6.1,2.1,5.5,0.8,2.2,1.1,1.3,0.9,2.0,0.7,0.4,0.3,0.8,1,16.0,101141.0,Ersan Ilyasova,2006.0
1805,,42,14.8,6.0,1.9,4.6,0.9,2.3,1.3,1.4,0.2,1.0,0.9,0.3,0.0,0.5,1,17.0,200755.0,JJ Redick,2006.0
1806,,81,18.7,5.5,2.0,4.5,0.0,0.0,1.4,1.8,1.6,3.8,0.5,0.6,0.5,1.2,1,18.0,200749.0,Shelden Williams,2006.0
1807,,72,13.4,5.2,1.9,3.9,0.0,0.0,1.5,2.4,1.2,2.5,0.6,0.6,1.1,1.3,1,19.0,200748.0,Tyrus Thomas,2006.0
1808,,68,15.6,4.9,2.0,4.0,0.1,0.4,0.8,1.3,1.4,2.9,0.6,0.8,0.6,0.7,1,20.0,200764.0,Renaldo Balkman,2006.0
1809,,56,12.1,4.6,1.8,3.4,0.0,0.2,1.0,1.5,0.7,0.7,0.4,0.7,0.1,0.4,1,21.0,200758.0,Ronnie Brewer,2006.0
1810,,60,16.5,4.6,1.6,3.9,0.9,2.1,0.5,0.7,0.5,1.1,1.2,0.4,0.1,0.7,1,22.0,200789.0,Daniel Gibson,2006.0
1811,,70,17.7,4.6,1.7,3.8,0.2,0.7,0.9,1.2,0.8,1.6,0.8,0.3,0.3,0.7,1,23.0,101153.0,Mickael Gelabale,2006.0
1812,,52,14.9,4.5,1.7,4.4,0.3,0.9,0.9,1.6,0.5,1.5,1.6,0.6,0.1,1.1,0,24.0,200776.0,Mardy Collins,2006.0
1813,,72,15.1,4.4,1.7,4.1,0.6,1.9,0.4,0.5,0.3,1.3,1.9,0.6,0.1,1.0,1,25.0,200770.0,Jordan Farmar,2006.0
1814,,64,18.4,4.4,1.6,4.6,0.8,2.7,0.5,0.8,0.4,1.3,0.9,0.5,0.1,0.6,0,26.0,200821.0,Yakhouba Diawara,2006.0
1815,,59,12.8,4.4,1.5,2.9,0.0,0.0,1.3,2.0,0.8,2.2,0.3,0.4,0.6,0.8,0,27.0,200792.0,Alexander Johnson,2006.0
1816,,63,11.4,4.2,1.3,2.8,0.0,0.0,1.7,2.3,1.5,1.9,0.2,0.2,0.3,0.7,0,28.0,200796.0,Leon Powe,2006.0
1817,,61,11.0,4.2,1.6,2.8,0.0,0.0,0.9,1.7,1.0,1.8,0.2,0.2,0.3,0.5,0,29.0,200767.0,Josh Boone,2006.0
1818,,41,10.5,4.1,1.5,3.4,0.4,1.3,0.7,0.8,0.0,0.6,1.3,0.4,0.0,0.4,0,30.0,2696.0,Lynn Greer,2006.0
1819,,46,12.1,3.9,1.6,3.5,0.4,1.1,0.2,0.4,0.7,1.1,0.5,0.1,0.2,0.5,1,31.0,200761.0,Shawne Williams,2006.0
1820,,67,12.9,3.7,1.5,3.6,0.4,1.3,0.3,0.4,0.3,1.1,3.3,0.5,0.0,1.1,1,32.0,200771.0,Sergio Rodriguez,2006.0
1821,,71,12.2,3.6,1.5,3.6,0.2,0.6,0.3,0.6,0.5,1.7,0.8,0.5,0.2,0.8,1,33.0,200757.0,Thabo Sefolosha,2006.0
1822,,42,9.7,3.4,1.1,3.1,0.5,1.4,0.6,0.9,0.1,0.6,1.5,0.4,0.0,0.5,1,34.0,200809.0,Chris Quinn,2006.0
1823,,58,11.5,3.3,1.1,2.2,0.0,0.0,1.0,1.3,0.8,1.5,0.2,0.2,0.7,0.4,1,35.0,200780.0,Solomon Jones,2006.0
1824,,56,11.3,3.1,1.2,2.2,0.0,0.0,0.7,1.2,1.0,1.6,0.2,0.2,0.5,0.6,1,36.0,200756.0,Hilton Armstrong,2006.0
1825,,43,12.4,2.9,1.3,3.1,0.0,0.0,0.4,0.8,1.0,1.5,0.3,0.2,0.5,0.5,0,37.0,200759.0,Cedric Simmons,2006.0
1826,,61,8.1,2.9,1.2,2.2,0.0,0.0,0.4,0.6,0.6,0.7,0.2,0.3,0.1,0.4,0,38.0,200801.0,Hassan Adams,2006.0
1827,,42,8.5,2.8,1.1,3.0,0.3,1.2,0.3,0.4,0.3,0.6,0.4,0.4,0.1,0.4,0,39.0,200763.0,Quincy Douby,2006.0
1828,,68,11.6,2.7,1.0,2.6,0.3,0.8,0.5,0.6,0.6,1.2,1.0,0.4,0.1,0.6,0,40.0,200786.0,David Noel,2006.0
1829,,44,7.6,2.5,1.0,2.1,0.0,0.2,0.5,0.9,0.5,0.8,0.4,0.3,0.0,0.4,0,41.0,200784.0,Bobby Jones,2006.0
1830,,38,7.1,2.4,1.1,1.9,0.0,0.0,0.2,0.4,0.7,1.3,0.1,0.2,0.1,0.8,0,42.0,2810.0,Andre Brown,2006.0
1831,,49,9.2,1.9,0.7,2.0,0.1,0.6,0.5,0.8,0.2,0.7,1.7,0.4,0.1,0.6,0,43.0,200793.0,Dee Brown,2006.0
1832,,35,5.5,1.5,0.5,1.4,0.4,1.1,0.1,0.1,0.1,0.6,0.2,0.1,0.0,0.1,1,44.0,200779.0,Steve Novak,2006.0
1833,,78,36.0,16.1,5.2,12.1,0.6,2.3,5.1,6.0,0.8,4.3,7.8,2.2,0.1,2.3,1,0.0,101108.0,Chris Paul,2005.0
1834,,81,29.1,13.0,5.4,11.6,0.9,2.6,1.4,2.0,2.2,4.2,1.1,0.7,0.8,1.2,1,1.0,101111.0,Charlie Villanueva,2005.0
1835,,65,24.2,12.3,4.7,9.8,0.0,0.1,2.9,3.5,2.1,3.6,0.8,0.5,0.7,1.5,1,2.0,101112.0,Channing Frye,2005.0
1836,,80,30.1,11.9,4.3,11.0,1.2,3.4,2.0,2.8,1.0,2.4,5.6,1.3,0.1,2.3,1,3.0,101109.0,Raymond Felton,2005.0
1837,,80,28.8,10.8,4.2,10.1,1.1,2.7,1.2,1.7,0.4,2.0,4.5,0.8,0.2,1.8,1,4.0,101114.0,Deron Williams,2005.0
1838,,61,20.3,9.7,3.3,8.1,1.3,3.5,1.6,1.8,0.2,1.7,1.2,0.4,0.0,1.3,0,5.0,101136.0,Salim Stoudamire,2005.0
1839,,82,28.6,9.4,3.9,7.4,0.0,0.0,1.5,2.4,2.3,4.7,2.3,0.6,0.8,1.5,1,6.0,101106.0,Andrew Bogut,2005.0
1840,,72,21.4,9.3,3.2,7.8,0.8,2.0,2.1,2.8,0.8,1.5,2.0,0.8,0.0,1.6,1,7.0,101126.0,Nate Robinson,2005.0
1841,,80,28.9,8.8,3.2,7.9,1.4,3.9,1.1,1.5,0.4,2.9,2.7,1.1,0.1,1.5,1,8.0,101129.0,Luther Head,2005.0
1842,,79,24.7,8.5,3.0,6.7,0.2,0.7,2.4,3.2,1.5,3.3,0.8,0.6,0.3,1.1,1,9.0,101107.0,Marvin Williams,2005.0
1843,,79,17.2,7.9,3.1,6.8,0.8,2.3,1.0,1.3,0.4,1.4,0.8,0.6,0.3,1.1,0,10.0,101119.0,Rashad McCants,2005.0
1844,,61,22.6,7.6,2.8,5.8,0.0,0.1,1.8,2.4,1.7,3.2,1.0,0.6,0.1,0.9,1,11.0,101155.0,Ryan Gomes,2005.0
1845,,78,22.6,7.5,2.8,6.1,0.4,1.2,1.5,1.9,1.7,3.2,1.2,0.7,0.8,1.0,1,12.0,101122.0,Danny Granger,2005.0
1846,,75,20.8,7.3,2.3,5.7,1.1,3.1,1.6,1.8,0.3,1.8,3.0,0.5,0.1,1.5,0,13.0,101180.0,Sarunas Jasikevicius,2005.0
1847,,69,14.9,7.0,2.5,4.8,0.0,0.0,2.0,2.4,1.4,1.9,0.4,0.2,0.4,1.1,1,14.0,101113.0,Ike Diogu,2005.0
1848,,49,18.1,6.8,2.7,6.5,0.6,1.7,0.9,1.2,0.4,1.7,1.6,0.7,0.2,1.2,1,15.0,101145.0,Monta Ellis,2005.0
1849,,80,19.8,6.7,2.5,5.2,0.4,1.1,1.4,1.7,0.7,2.3,0.8,0.5,0.2,1.2,1,16.0,101121.0,Joey Graham,2005.0
1850,,79,20.2,6.7,2.4,5.4,0.3,1.0,1.6,2.0,0.2,1.8,2.8,0.5,0.0,1.3,1,17.0,101127.0,Jarrett Jack,2005.0
1851,,61,17.5,6.6,2.3,5.7,1.1,3.0,1.0,1.2,0.5,1.7,0.6,0.3,0.2,0.7,1,18.0,101110.0,Martell Webster,2005.0
1852,,36,15.7,5.8,2.1,5.0,0.7,1.6,0.9,1.1,0.6,1.3,0.9,0.3,0.1,0.9,1,19.0,101187.0,Alan Anderson,2005.0
1853,,67,19.4,5.6,1.9,4.9,0.6,2.0,1.2,1.5,0.6,2.2,1.4,0.6,0.7,1.1,1,20.0,101128.0,Francisco Garcia,2005.0
1854,,64,23.2,5.5,2.1,4.9,0.1,0.7,1.2,1.4,0.5,1.7,4.5,0.7,0.1,1.6,1,21.0,101181.0,Jose Calderon,2005.0
1855,,68,18.9,5.2,2.3,4.4,0.0,0.0,0.7,1.1,1.6,2.8,0.2,0.4,0.8,0.9,1,22.0,101130.0,Johan Petro,2005.0
1856,,67,16.9,5.1,2.0,3.4,0.0,0.0,1.1,1.8,1.6,2.9,0.6,0.4,0.3,0.8,1,23.0,101135.0,David Lee,2005.0
1857,,18,13.3,4.7,1.7,4.9,0.4,1.4,0.9,1.3,0.4,1.3,1.8,0.4,0.3,0.8,0,24.0,2809.0,Gerald Fitch,2005.0
1858,,68,10.6,4.1,1.5,3.4,0.0,0.0,1.1,1.7,0.6,1.5,0.4,0.2,0.3,0.8,1,25.0,101124.0,Hakim Warrick,2005.0
1859,,66,14.7,3.8,1.5,3.9,0.3,1.2,0.5,0.7,0.3,0.9,1.3,0.6,0.1,0.9,0,26.0,101137.0,Daniel Ewing,2005.0
1860,,61,8.5,3.5,1.3,2.8,0.0,0.2,0.9,1.3,0.6,1.3,0.2,0.2,0.2,0.3,1,27.0,101132.0,Linas Kleiza,2005.0
1861,,59,12.8,3.4,1.3,2.6,0.2,0.3,0.7,0.8,1.1,2.3,0.5,0.3,0.4,0.5,1,28.0,101189.0,James Singleton,2005.0
1862,,23,8.8,3.4,1.2,3.3,0.2,0.9,0.8,1.0,0.8,0.9,0.7,0.3,0.1,0.4,1,29.0,101139.0,CJ Miles,2005.0
1863,,43,9.6,3.4,1.3,2.8,0.0,0.0,0.7,0.8,0.9,1.2,0.2,0.3,0.0,0.6,0,30.0,101134.0,Wayne Simien,2005.0
1864,,80,15.4,3.2,1.3,3.2,0.1,0.5,0.6,0.9,0.5,1.4,1.6,1.0,0.1,1.4,1,31.0,101158.0,Orien Greene,2005.0
1865,,37,11.6,3.0,1.0,2.2,0.0,0.0,1.0,1.2,0.8,1.4,0.2,0.2,0.1,0.6,1,32.0,2694.0,Josh Powell,2005.0
1866,,26,13.2,3.0,1.1,3.3,0.3,1.3,0.4,0.5,0.4,1.6,0.7,0.3,0.2,0.5,0,33.0,2752.0,Sergei Monia,2005.0
