Name,GP,MIN,PTS,FGS,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,5Yrs
Eric Mobley,46,12.8,3.9,1.7,2.9,0.0,0.0,0.5,1.0,1.2,2.1,0.5,0.2,0.6,0.5,0
Monty Williams,41,12.3,3.3,1.5,3.2,0.0,0.2,0.4,0.9,1.0,1.4,1.2,0.5,0.1,1.0,1
Anthony Miller,46,11.5,4.1,1.5,2.9,0.0,0.1,1.0,1.7,1.5,1.8,0.8,0.4,0.1,0.8,1
Howard Eisley,49,11.3,2.4,0.8,2.5,0.2,0.8,0.6,0.8,0.2,0.7,1.9,0.4,0.1,1.0,1
Bill Curley,53,11.2,2.7,1.1,2.5,0.0,0.0,0.5,0.7,1.0,1.3,0.5,0.4,0.4,0.5,1
Jamie Watson,60,11.2,3.3,1.3,2.5,0.1,0.3,0.6,0.9,0.3,1.0,1.0,0.6,0.2,0.8,0
Tony Dumas,58,10.6,4.6,1.7,4.3,0.4,1.3,0.9,1.3,0.6,0.5,1.0,0.2,0.1,0.9,0
Dickey Simpkins,59,9.9,3.5,1.3,3.1,0.0,0.0,0.8,1.2,1.0,1.5,0.6,0.2,0.1,0.8,1
Jim McIlvaine,55,9.7,1.7,0.6,1.3,0.0,0.0,0.5,0.7,0.7,1.2,0.2,0.2,1.1,0.3,1
Dwayne Morton,41,9.6,4.1,1.2,3.1,0.2,0.6,1.4,2.1,0.5,0.9,0.4,0.3,0.4,0.7,0
Darrin Hancock,46,9.2,3.3,1.5,2.6,0.0,0.1,0.3,0.8,0.3,0.8,0.7,0.4,0.1,0.7,0
Tim Breaux,42,8.1,3.0,1.1,2.9,0.1,0.6,0.8,1.2,0.4,0.4,0.4,0.3,0.1,0.4,0
Trevor Ruffin,49,6.5,4.8,1.7,4.0,0.8,2.0,0.6,0.8,0.2,0.3,1.0,0.3,0.0,1.0,0
Brooks Thompson,38,6.5,3.1,1.2,3.0,0.5,1.5,0.2,0.3,0.2,0.4,1.1,0.3,0.1,0.7,0
Anfernee Hardaway,82,36.8,16.0,6.2,13.3,0.6,2.3,3.0,4.0,2.3,3.0,6.6,2.3,0.6,3.6,1
Jamal Mashburn,79,36.7,19.2,7.1,17.5,1.1,3.8,3.9,5.5,1.4,3.1,3.4,1.1,0.2,3.1,1
Nick Van Exel,81,33.3,13.6,5.1,13.0,1.5,4.5,1.9,2.4,0.6,2.4,5.8,1.1,0.1,1.8,1
Chris Webber,76,32.1,17.5,7.5,13.6,0.0,0.2,2.5,4.7,4.0,5.1,3.6,1.2,2.2,2.7,1
Aaron Gordon,47,17.0,5.2,2.0,4.4,0.3,1.0,0.9,1.3,1.0,2.6,0.7,0.5,0.5,0.8,0
Vin Baker,82,31.2,13.5,5.3,10.6,0.0,0.1,2.9,5.0,3.4,4.2,2.0,0.7,1.4,2.0,1
Isaiah Rider,79,30.6,16.6,6.6,14.1,0.7,1.9,2.7,3.4,1.5,2.5,2.6,0.7,0.3,2.8,1
Lindsey Hunter,82,26.5,10.3,4.1,10.9,0.8,2.5,1.3,1.7,0.6,1.7,4.8,1.5,0.1,2.2,1
Chris Mills,79,25.6,9.4,3.6,8.6,0.5,1.5,1.7,2.2,1.7,3.4,1.6,0.7,0.6,1.1,1
George Lynch,71,24.8,9.6,4.1,8.1,0.0,0.1,1.4,2.3,3.1,2.7,1.4,1.4,0.4,1.2,1
P.J. Brown,79,24.7,5.7,2.1,5.1,0.0,0.1,1.5,1.9,2.4,3.9,1.2,0.9,1.2,0.9,1
Calbert Cheaney,65,24.7,12.0,5.0,10.7,0.0,0.4,1.9,2.5,1.4,1.6,1.9,1.0,0.1,1.7,1
Bo Outlaw,37,23.5,6.9,2.6,4.5,0.0,0.1,1.6,2.8,2.2,3.5,1.0,1.0,1.0,0.8,1
Popeye Jones,81,21.9,5.8,2.4,5.0,0.0,0.0,1.0,1.3,3.7,3.8,1.2,0.8,0.4,1.2,1
Antonio Davis,81,21.4,7.7,2.7,5.2,0.0,0.0,2.4,3.7,2.3,3.9,0.7,0.6,1.0,1.3,1
Allan Houston,79,19.2,8.5,3.4,8.5,0.4,1.5,1.1,1.4,0.2,1.3,1.3,0.4,0.2,1.3,1
Harold Ellis,49,18.8,8.7,3.2,6.0,0.0,0.1,2.2,3.0,1.9,1.2,0.6,1.5,0.0,0.9,0
Rodney Rogers,79,17.8,8.1,3.0,6.9,0.4,1.2,1.6,2.4,1.1,1.7,1.3,0.8,0.6,1.7,1
Mitchell Butler,75,17.6,6.9,2.8,5.6,0.0,0.1,1.4,2.4,1.4,1.6,1.0,0.7,0.3,1.2,1
Sam Cassell,66,17.0,6.7,2.5,5.9,0.4,1.3,1.4,1.6,0.4,1.7,2.9,0.9,0.1,1.4,1
Bryon Russell,67,16.7,5.0,2.0,4.2,0.0,0.3,0.9,1.5,0.9,1.8,0.8,1.0,0.3,0.8,1
Darren Morningstar,23,16.0,4.2,1.7,3.6,0.0,0.0,0.8,1.3,1.3,2.2,0.7,0.6,0.1,0.8,0
Markel Brown,47,16.6,4.6,1.6,4.5,0.4,1.4,1.0,1.2,0.3,1.9,0.8,0.7,0.3,0.6,0
Acie Earl,74,15.5,5.5,2.0,5.0,0.0,0.0,1.5,2.2,1.1,2.2,0.2,0.3,0.7,1.0,0
Lucious Harris,77,15.1,5.4,2.1,5.0,0.1,0.4,1.1,1.5,0.6,1.5,1.4,0.6,0.1,1.0,1
Scott Burrell,51,15.0,4.8,1.9,4.6,0.0,0.1,0.9,1.4,0.9,1.7,1.2,0.7,0.3,0.9,1
Warren Kidd,68,13.0,3.6,1.5,2.5,0.0,0.0,0.7,1.3,1.1,2.3,0.3,0.3,0.3,0.7,0
Greg Graham,70,12.7,4.8,1.7,4.4,0.0,0.4,1.3,1.6,0.3,0.9,0.9,0.9,0.1,0.9,1
Mike Peplowski,55,12.1,3.2,1.4,2.6,0.0,0.0,0.4,0.8,0.9,2.2,0.4,0.3,0.5,0.6,0
Terry Dehere,64,11.9,5.3,2.0,5.3,0.4,0.9,1.0,1.3,0.4,0.7,1.2,0.4,0.1,0.9,1
James Robinson,58,11.6,4.8,1.8,4.9,0.4,1.3,0.8,1.2,0.6,0.8,1.2,0.5,0.3,0.9,1
Corie Blount,67,10.3,3.0,1.1,2.6,0.0,0.0,0.7,1.1,1.1,1.8,0.8,0.3,0.5,0.8,1
Cleanthony Early,39,16.6,5.4,1.9,5.5,0.6,2.2,0.9,1.2,0.6,1.9,0.9,0.6,0.3,1.0,0
David Wesley,60,9.0,3.1,1.1,2.9,0.2,0.8,0.7,0.9,0.2,0.6,2.1,0.6,0.1,0.9,1
Chris Whitney,40,8.5,1.8,0.6,2.1,0.3,0.8,0.3,0.4,0.1,0.6,1.3,0.3,0.0,0.9,1
Rex Walters,48,8.0,3.4,1.3,2.4,0.3,0.6,0.6,0.7,0.1,0.7,1.5,0.3,0.1,0.6,1
Darnell Mee,38,7.5,1.9,0.7,2.3,0.1,0.6,0.3,0.7,0.4,0.5,0.4,0.4,0.3,0.5,0
Josh Grant,53,7.2,3.0,1.1,2.8,0.3,1.2,0.4,0.5,0.5,1.2,0.5,0.3,0.1,0.6,0
Ervin Johnson,45,6.2,2.6,1.0,2.4,0.0,0.0,0.6,1.0,1.1,1.6,0.2,0.2,0.5,0.5,1
Brian Davis,68,5.5,1.9,0.6,1.9,0.0,0.0,0.7,1.0,0.3,0.5,0.3,0.2,0.1,0.3,0
Eric Riley,47,4.7,1.9,0.7,1.5,0.0,0.0,0.4,0.8,0.5,0.7,0.2,0.1,0.2,0.3,1
Shaquille O'Neal*,81,37.9,23.4,9.0,16.1,0.0,0.0,5.3,8.9,4.2,9.6,1.9,0.7,3.5,3.8,1
Latrell Sprewell,77,35.6,15.4,5.8,12.6,0.9,2.6,2.7,3.7,1.0,2.5,3.8,1.6,0.7,2.6,1
Christian Laettner,81,34.9,18.2,6.2,13.1,0.0,0.5,5.7,6.8,2.1,6.6,2.8,1.3,1.0,3.4,1
Tom Gugliotta,81,34.5,14.7,6.0,14.0,0.5,1.7,2.2,3.5,2.7,6.9,3.8,1.6,0.4,2.8,1
Alonzo Mourning*,78,33.9,21.0,7.3,14.3,0.0,0.0,6.3,8.1,3.4,6.9,1.0,0.3,3.5,3.0,1
LaPhonso Ellis,82,33.5,14.7,5.9,11.7,0.0,0.2,2.9,3.9,3.3,5.7,1.8,0.9,1.4,1.9,1
Clarence Weatherspoon,82,32.4,15.6,6.0,12.8,0.0,0.0,3.5,5.0,2.2,5.0,1.8,1.0,0.8,2.1,1
Robert Horry,79,29.5,10.1,4.1,8.6,0.2,0.6,1.8,2.5,1.4,3.5,2.4,1.0,1.1,2.0,1
Sean Rooks,72,29.0,13.5,5.1,10.4,0.0,0.0,3.3,5.4,2.7,4.7,1.3,0.5,1.1,2.2,1
Walt Williams,59,28.4,17.0,6.1,13.9,1.0,3.2,3.8,5.1,1.9,2.5,3.0,1.1,0.5,3.0,1
Anthony Avent,82,27.9,9.8,4.2,9.8,0.0,0.0,1.4,2.1,2.2,4.0,1.1,0.7,0.9,1.7,1
Richard Dumas,48,27.5,15.8,6.3,12.0,0.0,0.1,3.2,4.5,2.1,2.6,1.3,1.8,0.8,1.9,0
Todd Day,71,27.2,13.8,5.0,11.7,0.8,2.6,3.0,4.2,2.0,2.1,1.6,1.1,0.7,1.7,1
Bryant Stith,39,22.2,8.9,3.2,7.1,0.0,0.1,2.5,3.1,1.0,2.2,1.3,0.6,0.1,1.1,1
Doug Overton,45,22.0,8.1,3.4,7.2,0.1,0.3,1.3,1.8,0.6,1.8,3.5,0.7,0.1,1.6,1
Anthony Peeler,77,21.5,10.4,3.9,8.2,0.6,1.5,2.1,2.7,0.8,1.5,2.2,0.8,0.2,1.6,1
Walter Bond,74,21.3,8.0,3.1,7.6,0.1,0.6,1.7,2.3,0.7,1.9,1.6,1.0,0.2,1.5,0
Andre Spencer,20,21.1,9.4,3.7,8.2,0.0,0.1,2.1,2.7,1.9,2.2,1.2,0.8,0.3,1.3,0
Lloyd Daniels,77,20.4,9.1,3.7,8.4,0.8,2.3,0.9,1.3,1.1,1.7,1.9,0.5,0.4,1.3,1
Oliver Miller,56,19.1,5.6,2.2,4.6,0.0,0.1,1.3,1.8,1.3,3.7,2.1,0.7,1.8,1.9,1
Harold Miner,73,18.9,10.3,4.0,8.4,0.0,0.1,2.2,2.9,1.0,1.0,1.0,0.5,0.1,1.3,0
T.J. Warren,40,15.4,6.1,2.8,5.4,0.1,0.5,0.4,0.5,1.0,1.1,0.6,0.5,0.2,0.7,0
Adam Keefe,82,18.9,6.6,2.3,4.6,0.0,0.0,2.0,2.9,2.1,3.2,1.0,0.7,0.2,1.2,1
Lee Mayberry,82,18.3,5.2,2.1,4.6,0.5,1.3,0.5,0.8,0.3,1.1,3.3,0.7,0.1,1.0,1
Hubert Davis,50,16.3,5.4,2.2,5.0,0.1,0.4,0.9,1.1,0.3,0.9,1.7,0.4,0.1,0.9,1
Byron Houston,79,16.1,5.3,1.8,4.1,0.0,0.1,1.6,2.5,1.5,2.5,0.9,0.6,0.5,1.1,0
Chris Smith,80,15.8,4.3,1.6,3.6,0.0,0.2,1.2,1.5,0.4,0.8,2.5,0.6,0.2,0.8,0
Brent Price,68,12.6,3.9,1.5,4.1,0.1,0.7,0.8,1.0,0.4,1.1,2.3,0.8,0.0,1.3,1
Marlon Maxey,43,12.1,5.4,2.2,3.9,0.0,0.0,1.0,1.6,1.5,2.3,0.3,0.3,0.4,0.9,0
Litterial Green,52,12.0,4.5,1.7,3.8,0.0,0.2,1.2,1.8,0.2,0.4,2.2,0.4,0.1,0.8,1
Jon Barry,47,11.7,4.4,1.6,4.4,0.4,1.3,0.7,1.0,0.2,0.7,1.4,0.7,0.1,0.9,1
